w_cost,w_lpsp,pv_kwp,bat_kwh,acs_usd_per_year,lpsp_pct
1.0,0.0,153.9781777770689,389.6047398039461,30324.81232716005,4.999996117129337
0.8,0.2,153.6581222655216,390.14972491715156,30323.081795534934,4.9999866002047355
0.5,0.5,166.20660628709663,408.960116572437,32208.88002953204,2.637957713227424
0.2,0.8,197.3542369907253,423.63067839653473,35440.93346688614,0.7573262542683306
0.0,1.0,300.0,800.0,60934.31436950604,0.0
